Name,Dots,Lab Topics,Related Tags,Reverse Related Tags,Books,Media,Notes,Organizations,People,Last Edited,Media Highlights,Journal Entries,Places,Organization Job Interest,Job Interest,🗺️ Personal Board
Strategy,"https://www.notion.so/The-difference-between-maps-and-plans-63b4d8f3a3a14eae92ee1a591fa78427, https://www.notion.so/The-better-the-map-the-better-the-plan-3bc4a8710a684354aaaad74abe74ae56","https://www.notion.so/BMAT-Strategy-9624661c024b4126b90257489d6d76d7, https://www.notion.so/The-Importance-of-Problems-97186ad53f4640b7aabb7cf2022df4a1","https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Product-Strategy-and-Management-b981cbd4d03c49528158ece86eee01f2, https://www.notion.so/Feedback-Loops-5819a37dc27b4ca8902a29b478bfd015, https://www.notion.so/Errors-and-Mistakes-2c9904673f3a42739ea5f7d0bcee713f, https://www.notion.so/Underdogs-7de872d20fef494dbec73f61421ee8b5, https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Asymmetrical-Bets-29adb366249e40e9a44464bf63af4796, https://www.notion.so/Options-ba14724cbf8c4f658c2c13d5a453ce4f, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e","https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Product-Strategy-and-Management-b981cbd4d03c49528158ece86eee01f2, https://www.notion.so/Feedback-Loops-5819a37dc27b4ca8902a29b478bfd015, https://www.notion.so/Errors-and-Mistakes-2c9904673f3a42739ea5f7d0bcee713f, https://www.notion.so/Underdogs-7de872d20fef494dbec73f61421ee8b5, https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Asymmetrical-Bets-29adb366249e40e9a44464bf63af4796, https://www.notion.so/Options-ba14724cbf8c4f658c2c13d5a453ce4f, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e",,"https://www.notion.so/The-2022-Stratechery-Year-in-Review-Stratechery-by-Ben-Thompson-ba61e87285c74ae9a1df9e1915c647df, https://www.notion.so/How-to-Succeed-in-Business-by-Bundling-and-Unbundling-471840e653f94d85bce778e983de116c",,,,"August 19, 2022 9:02 PM",,,,,,
Futurism,,,"https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a","https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a",https://www.notion.so/The-Signals-Are-Talking-651b63270b6a465c8c4bb2683db636ba,"https://www.notion.so/The-Metaverse-101-Meagan-Loyst-07f89e7922074062a5e3f5f5f7293771, https://www.notion.so/In-the-future-musicians-will-be-more-like-Bach-than-Kanye-Mirror-48b20635ac3244caa39c38c6d6af4999",,,https://www.notion.so/Amy-Webb-91223a06967c470781b0f2518495b8de,"August 19, 2022 9:02 PM",,,,,,
Music Technology,,,"https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Music-Information-Retrieval-e255e92083114ab38de6c8e5be63f176, https://www.notion.so/Music-Metadata-2ace066ba84749e39c2324daaa9b3493","https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Music-Information-Retrieval-e255e92083114ab38de6c8e5be63f176, https://www.notion.so/Music-Metadata-2ace066ba84749e39c2324daaa9b3493","https://www.notion.so/Spotify-Teardown-735ae3c8c67c4c9dbda1ddcdc2ddd434, https://www.notion.so/Ariadne-55498883ea1447a493a81134a355ea2d",https://www.notion.so/15-years-ago-Daft-Punk-s-Coachella-set-helped-spark-an-arms-race-for-live-music-technology-d19a0ed145ac4e89ad5dcb83c3fbf002,,"https://www.notion.so/BMAT-c5f3cf7e0ac5443fbac97c0b24dfab58, https://www.notion.so/ICON-Technology-Studio-6c49249973bc45459700c48c6866f5a8","https://www.notion.so/Brian-Schmitt-16b09804367e4b8f82f69cf49e88b71f, https://www.notion.so/Alex-Flores-c32553b4a0dc4415a93c9d53ffc693ef, https://www.notion.so/Pedro-Cano-10894e66ddd9412cb6f174d8f8967f33, https://www.notion.so/lex-Loscos-f01a396b0f9d43e0939dfe0420943de4","August 19, 2022 9:02 PM",,,,,,
Music Information Retrieval,,,"https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Music-Technology-10e5764398424c8db00c54b98746cb0c","https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Music-Technology-10e5764398424c8db00c54b98746cb0c",https://www.notion.so/Ariadne-55498883ea1447a493a81134a355ea2d,,,https://www.notion.so/Universitat-Pompeu-Fabra-c44be9afde8c4470a6896ae35d03b5b9,"https://www.notion.so/Minz-Won-3a806b68a83a4e8cba8802d546286ff6, https://www.notion.so/scar-Celma-322b9289c1394d10bdf8d252a6f66569","August 19, 2022 9:02 PM",,,,,,
Psychedelics,,,"https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Drug-Addiction-05f0f8e420c3437885b1de0fbe425341, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d","https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Drug-Addiction-05f0f8e420c3437885b1de0fbe425341, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf",,,,,,"August 19, 2022 9:02 PM",,,,,,
Emotions,,,https://www.notion.so/Love-584879f381e24907adf22c11b9167894,https://www.notion.so/Love-584879f381e24907adf22c11b9167894,,,,,,"August 19, 2022 9:02 PM",,,,,,
Millenials,,,"https://www.notion.so/Gen-Z-d9a96debb5e040f88700cbe7aabe486f, https://www.notion.so/Generational-Differences-611796d2189c4b3ea7534f9ab606d8fb, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Coworking-793f9f8a034446bfa8405301e224b790","https://www.notion.so/Gen-Z-d9a96debb5e040f88700cbe7aabe486f, https://www.notion.so/Generational-Differences-611796d2189c4b3ea7534f9ab606d8fb, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Coworking-793f9f8a034446bfa8405301e224b790",,,,,,"August 19, 2022 9:02 PM",,https://www.notion.so/August-19th-2022-c16cb101293d4900b350e7db1a03a453,,,,
Gen Z,,,"https://www.notion.so/Generational-Differences-611796d2189c4b3ea7534f9ab606d8fb, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d","https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d, https://www.notion.so/Generational-Differences-611796d2189c4b3ea7534f9ab606d8fb, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d",,,,,,"August 19, 2022 9:02 PM",,,,,,
Work,https://www.notion.so/You-are-what-you-do-a2ee99a7f6e048d39100c1cbb6f89daf,,"https://www.notion.so/Productivity-bb752bf86a434d1d94bc94acfdc9f5f2, https://www.notion.so/Coworking-793f9f8a034446bfa8405301e224b790, https://www.notion.so/Recruiting-and-Job-Searching-cc5f91d79e3544aa84f7f252f559cf60, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e","https://www.notion.so/Productivity-bb752bf86a434d1d94bc94acfdc9f5f2, https://www.notion.so/Coworking-793f9f8a034446bfa8405301e224b790, https://www.notion.so/Recruiting-and-Job-Searching-cc5f91d79e3544aa84f7f252f559cf60, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e",,,,https://www.notion.so/WeWork-7289d18e7e9e46d98548067d66b2d71c,,"August 19, 2022 9:02 PM",,,,,,
Philosophy,https://www.notion.so/Discoveries-become-loved-connectedness-creates-opportunities-fa1825662597463bb22fad8586f27101,,"https://www.notion.so/Aesthetics-bdb21d57512f446a975f89b452b4682f, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Life-Experience-2ae8bb0095e14f7da58538be3baea063, https://www.notion.so/Humanity-aac3b6e7b25b49eb8e61382f0da07b06","https://www.notion.so/Aesthetics-bdb21d57512f446a975f89b452b4682f, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Life-Experience-2ae8bb0095e14f7da58538be3baea063, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f, https://www.notion.so/Humanity-aac3b6e7b25b49eb8e61382f0da07b06",,,,,,"August 19, 2022 9:02 PM",,,,,,
Meta,,,https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da,https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da,,,,,,"August 19, 2022 9:02 PM",,,,,,
Generational Differences,,,"https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d, https://www.notion.so/Gen-Z-d9a96debb5e040f88700cbe7aabe486f","https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Gen-Z-d9a96debb5e040f88700cbe7aabe486f, https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d",,"https://www.notion.so/Why-Are-Housing-Prices-Up-and-Rents-Down-30131f5bb53b480cb0cd0c94daa346b5, https://www.notion.so/The-Birth-of-the-New-American-Aristocracy-16f2a0cddafa406d98ba3e473af9dda4, https://www.notion.so/Welcome-to-the-Internet-Millennial-Gen-Z-Ennui-cbd3ee028fc8403b8caa0a90bf6bd2fc",,https://www.notion.so/Digital-Native-2ffb30f4b4904fc9a710dea2df4e103f,,"August 19, 2022 9:02 PM",1,,,,,
Media Studies,,,"https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Popularity-Celebrity-and-Fame-7b8249f2e907482092e5e68cc7efc13f, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Social-Media-9b3a7d3a5357474a9ee91d60b19bb929, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Metaverse-396c9f1f2857433093a5561bbafe84d4, https://www.notion.so/Live-streaming-ce3f861577794c808750a4a4c5e39cb1, https://www.notion.so/Misinformation-074a0549908044a29f530a48a0c1c9ca, https://www.notion.so/Tools-for-Thought-ae590f4076df4a13a05e123295d1aaf4","https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Popularity-Celebrity-and-Fame-7b8249f2e907482092e5e68cc7efc13f, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Social-Media-9b3a7d3a5357474a9ee91d60b19bb929, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Metaverse-396c9f1f2857433093a5561bbafe84d4, https://www.notion.so/Live-streaming-ce3f861577794c808750a4a4c5e39cb1, https://www.notion.so/Misinformation-074a0549908044a29f530a48a0c1c9ca, https://www.notion.so/Tools-for-Thought-ae590f4076df4a13a05e123295d1aaf4","https://www.notion.so/From-Counterculture-to-Cyberculture-a7ede03410b84388b3451977602c0976, https://www.notion.so/Understanding-Media-c5d2fe72b0fc43b59bbdf092f13b911c, https://www.notion.so/Throwing-Rocks-At-The-Google-Bus-282300aeb2894d61a167cd4cb3724d4b, https://www.notion.so/The-Shallows-What-The-Internet-Is-Doing-To-Our-Brains-d713eb07785c46f6b92466194e36d6b8","https://www.notion.so/How-many-creators-are-there-and-how-do-they-make-money-SignalFire-study-Hypebot-f1746cc58a0f4506a9ddc3fa61622c0d, https://www.notion.so/Welcome-to-the-Internet-Millennial-Gen-Z-Ennui-cbd3ee028fc8403b8caa0a90bf6bd2fc, https://www.notion.so/The-AI-Unbundling-Stratechery-by-Ben-Thompson-3816f8b6934c409398c755c1f2b6695a",https://www.notion.so/Reflecting-on-McLuhan-the-internet-ac56d8f656f54b9b9616965bb2df08f5,"https://www.notion.so/Team-Human-8b0f7eef8e0b426ca640a2cd535cd663, https://www.notion.so/Digital-Native-2ffb30f4b4904fc9a710dea2df4e103f","https://www.notion.so/Douglas-Rushkoff-784d6b8be96e4cb5b8ec04bef3f38e26, https://www.notion.so/Nicholas-Carr-3f41d6cc1f0849489d533ab062b8fe50, https://www.notion.so/Marshall-McLuhan-249763ed78fa4a1d9ef5d9dd2ed95eba, https://www.notion.so/Fred-Turner-cc618c224f004369add7cf3db3d920ff, https://www.notion.so/Leslie-Meier-2138052d516d49b181f305a793de4ed7, https://www.notion.so/Cal-Newport-484048e2c7524d53bbf899921e7ddead","August 19, 2022 9:02 PM",1,,,,,
Operating Systems,,,"https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a","https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a",,https://www.notion.so/The-Open-Metaverse-OS-f4961147da0d4728adf6117c00460275,,https://www.notion.so/BMAT-c5f3cf7e0ac5443fbac97c0b24dfab58,,"August 19, 2022 9:02 PM",,,,,,
Online communities,,,"https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d","https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d",,https://www.notion.so/7-Reasons-Why-Habbo-Hotel-Fell-From-Grace-e0a26ac2889e47249dbc76837fb97678,,,,"August 19, 2022 9:02 PM",,,,,,
Virtual Reality,,,"https://www.notion.so/Metaverse-396c9f1f2857433093a5561bbafe84d4, https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a","https://www.notion.so/Metaverse-396c9f1f2857433093a5561bbafe84d4, https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a",,https://www.notion.so/Second-Life-s-Mistakes-Should-Inform-Today-s-Metaverse-ea3c191e9fcd4ac5bdead82310a88b73,,,,"August 19, 2022 9:02 PM",,,,,,
Entertainment,,,"https://www.notion.so/Gaming-30e687c992fe4cabafc6ab67a9cd928c, https://www.notion.so/Comedy-103f5448fd1d4a61b26b2ae9730d326d, https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018","https://www.notion.so/Gaming-30e687c992fe4cabafc6ab67a9cd928c, https://www.notion.so/Comedy-103f5448fd1d4a61b26b2ae9730d326d, https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018",,,,,,"August 19, 2022 9:02 PM",,,,,,
Fashion,,,"https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Aesthetics-bdb21d57512f446a975f89b452b4682f, https://www.notion.so/Beauty-8967f35ce4944a3688aaa586dc8dfc8d","https://www.notion.so/Aesthetics-bdb21d57512f446a975f89b452b4682f, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Beauty-8967f35ce4944a3688aaa586dc8dfc8d",,"https://www.notion.so/The-Shift-in-Coachella-Culture-and-Fashion-8c4da75da4f14d359c9aeb0f63804a49, https://www.notion.so/Digital-Fashion-x-Gaming-v1-Mary-Maguire-07e64acc29b943b88b3076952d720d04",,,https://www.notion.so/Mary-Maguire-1f589d8d05a94ffa8b9db61a806dd45e,"August 19, 2022 9:02 PM",1,,,,,
Aesthetics,,,"https://www.notion.so/Fashion-9fd3bc305cbc4f4f81a1f9781636e277, https://www.notion.so/Philosophy-7072f2f8b46b4336b1589b5b87faba6d, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Beauty-8967f35ce4944a3688aaa586dc8dfc8d, https://www.notion.so/Cyberpunk-2f925126ab454f12b9f65d4646e30a7e","https://www.notion.so/Fashion-9fd3bc305cbc4f4f81a1f9781636e277, https://www.notion.so/Philosophy-7072f2f8b46b4336b1589b5b87faba6d, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Beauty-8967f35ce4944a3688aaa586dc8dfc8d, https://www.notion.so/Cyberpunk-2f925126ab454f12b9f65d4646e30a7e",,,,,,"August 19, 2022 9:02 PM",,,,,,
Money,,,"https://www.notion.so/Capitalism-11eb92657705484fbe70ac9a2d93f154, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811","https://www.notion.so/Capitalism-11eb92657705484fbe70ac9a2d93f154, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811",,,,,,"August 19, 2022 9:02 PM",,,,,,
Capitalism,,,"https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Venture-Capital-b5078372475e48648387c14d687f6533, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Money-a275baaf315749a3b72a209cc660d5df, https://www.notion.so/Macroeconomics-8b203e28cc0d4af9a222d5c29a8d259c","https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Ideology-d5f2b6f380ce48c58ecb7fb4986268d5, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Venture-Capital-b5078372475e48648387c14d687f6533, https://www.notion.so/Money-a275baaf315749a3b72a209cc660d5df, https://www.notion.so/Macroeconomics-8b203e28cc0d4af9a222d5c29a8d259c",,https://www.notion.so/The-Shift-in-Coachella-Culture-and-Fashion-8c4da75da4f14d359c9aeb0f63804a49,,,,"August 19, 2022 9:02 PM",1,,,,,
Venture Capital,,https://www.notion.so/Atelier-Research-Partner-Application-ecb2c341046a46e5a8aa18915a139662,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Investment-dd3e54981d864e928231f1b5b3e5f267, https://www.notion.so/Capitalism-11eb92657705484fbe70ac9a2d93f154","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Investment-dd3e54981d864e928231f1b5b3e5f267, https://www.notion.so/Capitalism-11eb92657705484fbe70ac9a2d93f154",,https://www.notion.so/The-Metaverse-101-Meagan-Loyst-07f89e7922074062a5e3f5f5f7293771,,https://www.notion.so/Y-Combinator-7e86df2d177b4e038d9602bbbe0d2e42,https://www.notion.so/Peter-Thiel-7a694675f29e41ed86634863e9db99b9,"August 19, 2022 9:02 PM",,,,,,
Marketing,,,"https://www.notion.so/Branding-17f74fc924044be8b0cedfcc2d78f280, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a","https://www.notion.so/Branding-17f74fc924044be8b0cedfcc2d78f280, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a",https://www.notion.so/Popular-Music-as-Promotion-Music-and-Branding-in-the-Digital-Age-6a63bd5e7e6e46508ff63852ba57c43f,,,,https://www.notion.so/Mary-Maguire-1f589d8d05a94ffa8b9db61a806dd45e,"August 19, 2022 9:02 PM",,,,,,
Knowledge Management,,https://www.notion.so/Knowledge-Management-08ebe5c1411d4588b5becf581f3bd306,"https://www.notion.so/Information-bfc81abb83a54df992c00590b263976a, https://www.notion.so/Human-Information-Interaction-140c90e3db7e438cac7219817d81f387","https://www.notion.so/Information-bfc81abb83a54df992c00590b263976a, https://www.notion.so/Human-Information-Interaction-140c90e3db7e438cac7219817d81f387",,https://www.notion.so/Year-Zero-8e68c324f25c4164a90356b128b3ab29,"https://www.notion.so/Personal-knowledge-base-sketch-96cdf8ab5b2741e185e767814404585e, https://www.notion.so/Cherie-W-M-Interface-817a8916f72a4f03ae6e492f7b5c4713",https://www.notion.so/Rewind-AI-22b308bd4f9f42ce8544e94f7db4a34e,"https://www.notion.so/Nick-Lewis-422bd23390d34ea6a557b0ebab886438, https://www.notion.so/Kelsey-Garvey-b915be578737479e8eaa293b22bedd0f, https://www.notion.so/Matt-Piccolella-850d48d8f59743c29fbd42c9c6e747f8, https://www.notion.so/Dan-Siroker-56992e2ff43a493c967b59cae2b8e25b, https://www.notion.so/Brett-Bejcek-7689849b8b204491aeea9fa5d86f6557","August 19, 2022 9:02 PM",,,,1,,
Collaborative Research,,,"https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Web3-4f912677cbc4485eba3f799b8e3c604b","https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Web3-4f912677cbc4485eba3f799b8e3c604b",,,"https://www.notion.so/W-M-Metaverse-Definition-Chat-cd870a31b6974a939418732debf4b3e5, https://www.notion.so/Cherie-W-M-Interface-817a8916f72a4f03ae6e492f7b5c4713",,,"August 19, 2022 9:02 PM",,,,,,
Independent Music,,,"https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d","https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d",,https://www.notion.so/The-Monetization-of-Apathy-by-Shawn-Reynaldo-62c88fc8ade84fdab5acc910346d1615,,https://www.notion.so/First-Floor-0d8f1feab086495c8aab57bdb94d8028,https://www.notion.so/Shawn-Reynaldo-f812da7a31014899b0586e7da1c6e023,"August 19, 2022 9:02 PM",1,,,,,
Attention Economy,,,"https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Squirrel-Brain-3df5bbe91ae44ed1a8fbbbf6503bc261, https://www.notion.so/Attention-dcc1eb7d92bb420f94a595c96880b5b5","https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Squirrel-Brain-3df5bbe91ae44ed1a8fbbbf6503bc261, https://www.notion.so/Attention-dcc1eb7d92bb420f94a595c96880b5b5",,https://www.notion.so/Forget-peak-Netflix-this-is-the-attention-recession-68c7cd71489344d08f9610038b08af19,,,,"August 19, 2022 9:02 PM",1,,,,,
Alternative Economics,,"https://www.notion.so/The-Future-of-the-Internet-411e76081a244c87b10f8a78a94da836, https://www.notion.so/Creating-Owning-Monetizing-b6f99dd21a064e298f57cc31c3b16f6c","https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/User-Centric-Streaming-215407e84b494b118611d1601dec5bfd, https://www.notion.so/NFTs-f61eaf6ea7894d6580592ad7c496fd02, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Crypto-7c18e3af51534a4cb6a4e35666ba766e, https://www.notion.so/Collaborative-Research-4ad58b66fb3f4ed48a8e04867275cec7, https://www.notion.so/Sharing-6cf9f693809442a6bb1f1ad2c5c14bcd","https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Creator-Economy-5ed8aefd5967436e8f6cac56e7dc1d76, https://www.notion.so/User-Centric-Streaming-215407e84b494b118611d1601dec5bfd, https://www.notion.so/NFTs-f61eaf6ea7894d6580592ad7c496fd02, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Crypto-7c18e3af51534a4cb6a4e35666ba766e, https://www.notion.so/Collaborative-Research-4ad58b66fb3f4ed48a8e04867275cec7, https://www.notion.so/Sharing-6cf9f693809442a6bb1f1ad2c5c14bcd","https://www.notion.so/Throwing-Rocks-At-The-Google-Bus-282300aeb2894d61a167cd4cb3724d4b, https://www.notion.so/Emergent-Strategy-Shaping-Change-Changing-Worlds-bf2206cc587c49b7a75a4353a268e24a","https://www.notion.so/Opulous-just-raised-6-5-million-Now-it-wants-more-artists-to-sell-NFTs-through-its-platform-Mus-bf6ecfec63c940f7a367ff70b52ec003, https://www.notion.so/Music-streaming-as-a-protocol-why-I-was-wrong-about-Audius-MUSIC-x-29f68251b0d44018a7e0045d86008a79",,"https://www.notion.so/Team-Human-8b0f7eef8e0b426ca640a2cd535cd663, https://www.notion.so/Resonate-0e8ab006deda4bfd841336479ac6b6c8, https://www.notion.so/Interdependence-Podcast-1d882de2f53141859374a3f08b4f8f0e","https://www.notion.so/Douglas-Rushkoff-784d6b8be96e4cb5b8ec04bef3f38e26, https://www.notion.so/Alex-Flores-c32553b4a0dc4415a93c9d53ffc693ef, https://www.notion.so/Peter-Harris-d7c173b6469146078f0319434d6cde8e","August 19, 2022 9:02 PM",,,,,,
Community Management,,,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Community-242d7fb2bd8e4fd7b70b556128be15ee","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Community-242d7fb2bd8e4fd7b70b556128be15ee",,,,,,"August 19, 2022 9:02 PM",,,,,,
